Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
The Vapers Ph,thevapersph,685875034894630,COMMUNITY ORGANIZATION,,The Vapers Ph is a community page for the Philippine vaping community. Like and follow us here and on Twitter @thevapersph if you're interested in being a member and being part of the new vaping revolution!,2021-03-15 07:05:30 SGT,13062,13246,2021-03-16 15:18:27 SGT,2021-03-16,15:18:27,Photo,13,8,0,4,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/685875034894630/posts/1929507867198001,"Officials Who Act as Conduits for Foreign Vested Interest Groups Should be Fired – Solon Government officials who serve as conduits for foreign vested interest groups trying to influence local policies should be fired, Ako Bicol Rep. Alfredo A. Garbin Jr. said in a statement issued on Sunday. “While I commend foreign private institutions that support government initiatives, I condemn moves to hijack government policy decisions,” Garbin said. Read more: https://newsinfo.inquirer.net/1406916/officials-who-act-as-conduits-for-foreign-vested-interest-groups-should-be-fired-solon#ixzz6pFwMXB6Q Photo Source: https://www.facebook.com/congpido/photos/761507021390693 #TheVapersPH #VapeResponsibly",https://www.facebook.com/thevapersph/photos/a.686298304852303/1929506670531454/?type=3,,"HOLALFREDOAGAEN. Chairmen OFFICIALS WHO ACT AS CONDUITS FOR FOREIGN VESTED INTEREST GROUPS GRO SHOULD BE FIRED SOLON Government officials who serve conduits foreign vested interest groups tryingto influence local policies should fired, Ako Bicol Rep. Alfredo A. Garbin Jr. said statement issued on Sunday. ""While commend foreign private institutions that support government initiatives, condemn moves hijack government policy decisions,"" Garbin Inquirer.ne source: grabbed from Cong.A 'Garbin, Jr.'s page congpido photos/ 61507021390693 THE APERS f The Vapers Ph @thevapersph @thevapersph",,,,,,0.68
