Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
The Vapers Ph,thevapersph,685875034894630,COMMUNITY ORGANIZATION,,The Vapers Ph is a community page for the Philippine vaping community. Like and follow us here and on Twitter @thevapersph if you're interested in being a member and being part of the new vaping revolution!,2021-03-15 07:05:30 SGT,N/A,N/A,2020-10-15 21:38:15 SGT,2020-10-15,21:38:15,Link,87,46,0,38,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/thevapersph/posts/1805032562978866,"""In coming up with a regulation that has the potential to positively change the lives of 16 million Filipino smokers, we, the stakeholders were expecting a more transparent and participatory process."" Bong Go Pia Cayetano Sen. Ralph Recto",http://metronewscentral.net/metro-business/in-and-around-the-metro/groups-accuse-fda-of-violating-rights-of-filipino-vapers-consumers,,,"Groups accuse FDA of violating rights of Filipino vapers, consumers","Tobacco harm reduction advocates have accused the Philippines Food and Drug Administration (FDA) of violating the rights of Filipino vapers and consumers when the agency delivered lectures, instead of",,,,4.58
The Vapers Ph,thevapersph,685875034894630,COMMUNITY ORGANIZATION,,The Vapers Ph is a community page for the Philippine vaping community. Like and follow us here and on Twitter @thevapersph if you're interested in being a member and being part of the new vaping revolution!,2021-03-15 07:05:30 SGT,N/A,N/A,2020-10-21 22:48:50 SGT,2020-10-21,22:48:50,Photo,62,34,0,28,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/thevapersph/posts/1810976795717776,“The alleged “moro-moro” hearings came in the wake of allegations the FDA received foreign funding from anti-tobacco groups prompting the House leadership to call for an investigation on the agency’s potential conflict of interest and bias.” Read the story here: http://metronewscentral.net/metro-business/in-and-around-the-metro/groups-accuse-fda-of-violating-rights-of-filipino-vapers-consumers Pia Cayetano Bong Go,https://www.facebook.com/thevapersph/photos/a.686298304852303/1810976305717825/?type=3,,"THE APERS ""FDA held ""moro-moro"" hearings that ignored the inputs from stakeholders who will be directly affected by the draft guidelines."" -Clarisse Virgino (CAPHRA) on the FDA Public Hearings on Vapor Products and HTPs last October 8 The Vapers PH @thevapersph",,,,,,3.26
