Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
CNN Philippines,CNNPhilippines,1515763818663512,MEDIA/NEWS COMPANY,PH,News You Can Trust.,2015-01-10 02:51:02 SGT,4197752,5270687,2021-03-23 23:11:37 SGT,2021-03-23,23:11:37,Link,89,24,18,9,1,1,18,1,17,0,,-,0,0,0,N/A,https://www.facebook.com/1515763818663512/posts/3110757532497458,"A congressman claims financial grants from international lobbyists have been influencing Health Department policies, including the recent proposal to bar certain industries, such as tobacco firms, from procuring COVID-19 vaccines.",https://bit.ly/3sgtqMn,https://cnnphilippines.com/news/2021/3/23/international-lobbyists-doh-nograles.html?fbclid=lwAR2???,,Int'l lobbyists possibly behind nixed DOH proposal to restrict vaccine procurement — Rep. Nograles,"A congressman claims financial grants from international lobbyists have been influencing Health Department policies, including the recent proposal to bar certain industries, such as tobacco firms, from procuring COVID-19 vaccines.",,,,-2.91
