Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
PROVAPE Community News Philippines,,604952953363010,none,,,2020-03-08 14:59:13 SGT,16999,N/A,2020-10-14 22:30:05 SGT,2020-10-14,22:30:05,Link,2,0,1,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/604952953363010/permalink/959752841216351,"House leader seeks probe on grants given to FDA by anti-tobacco groups. Manila, Philippines. #WeAreProVape share facts and not hearsay.",https://www.manilastandard.net/index.php/business/biz-plus/336495/house-leader-seeks-probe-on-grants-given-to-fda-by-anti-tobacco-groups.html,,,House leader seeks probe on grants given to FDA by anti-tobacco groups,A ranking member of the House of Representatives pushed for a congressional inquiry into the acceptance of grants from anti-tobacco groups by the Philippines Food and Drugs Administration which is tasked to prepare the guidelines for the regulation of vapor products and heat-not-burn tobacco product...,,,,-21
Vapers Club,,906438799472795,none,,,2020-03-25 00:19:56 SGT,17245,N/A,2020-10-15 16:22:08 SGT,2020-10-15,16:22:08,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/906438799472795/permalink/3285933471523304,,https://www.manilastandard.net/index.php/business/biz-plus/336495/house-leader-seeks-probe-on-grants-given-to-fda-by-anti-tobacco-groups.html,,,House leader seeks probe on grants given to FDA by anti-tobacco groups,A ranking member of the House of Representatives pushed for a congressional inquiry into the acceptance of grants from anti-tobacco groups by the Philippines Food and Drugs Administration which is tasked to prepare the guidelines for the regulation of vapor products and heat-not-burn tobacco product...,,,,-52
